Code,Name,East,North
2644,2644,9340153.73612000000,4219315.66705000000
2645,2645,9234000.44709000000,4268563.58121000000
2646,2646,9230928.75860000000,4214429.57254000000
2647,2647,9208632.74017000000,4195591.58438000000
2648,2648,8858129.39550000000,4455571.24235000000
2649,2649,9414211.64896000000,4174526.23794000000
2650,2650,9336435.86319000000,4291729.77114000000
2651,2651,9342347.87078000000,4289193.69151000000
2653,2653,9387245.92046000000,4223604.90264000000
2655,2655,9309493.41686000000,4275314.72154000000
2656,2656,9269245.36907000000,4280999.70630000000
2658,2658,9289100.52004000000,4253605.68836000000
2659,2659,9288960.35021000000,4221687.92233000000
2660,2660,9310708.65704000000,4231979.80992000000
2661,2661,9325989.38006000000,4288040.35329000000
2663,2663,9353237.82732000000,4320359.01281000000
2665,2665,9284289.14283000000,4381669.15539000000
2666,2666,9354114.49788000000,4376792.99381000000
2668,2668,9336396.26619000000,4405842.16150000000
2669,2669,9263442.82456000000,4441807.17037000000
2671,2671,9331255.25542000000,4430960.23689000000
2672,2672,9237446.50585000000,4485532.83941000000
2675,2675,9160257.71428000000,4497217.82878000000
2678,2678,9332403.44483000000,4298874.72123000000
2680,2680,9205273.94313000000,4381536.66394000000
2681,2681,9221458.18428000000,4394178.36007000000
2700,2700,9253304.53300000000,4322720.95988000000
2701,2701,9322833.08490000000,4336809.71547000000
2702,2702,9303756.21122000000,4328366.56956000000
2703,2703,9245028.73340000000,4347103.97195000000
2705,2705,9234379.04162000000,4360368.51454000000
2706,2706,9215287.16203000000,4341527.04763000000
2707,2707,9177367.06481000000,4335612.19124000000
2711,2711,9103751.92716000000,4396681.50489000000
2712,2712,9195449.65151000000,4222446.36617000000
2713,2713,9168940.86731000000,4239832.70048000000
2714,2714,9164516.42881000000,4217775.24818000000
2715,2715,8997578.49945000000,4417182.75560000000
2716,2716,9187632.24042000000,4281282.65318000000
2717,2717,8846427.35736000000,4395878.83823000000
2720,2720,9432352.13328000000,4248591.51370000000
2721,2721,9383141.39844000000,4419756.14864000000
2722,2722,9409727.49019000000,4291963.17189000000
2725,2725,9382360.28992000000,4367388.20003000000
2726,2726,9431778.86089000000,4327194.49597000000
2727,2727,9415949.84021000000,4308216.06858000000
2729,2729,9388454.99369000000,4272764.07675000000
2730,2730,9403670.30547000000,4244220.56595000000
2732,2732,9045547.91683000000,4256882.46791000000
2733,2733,9017965.21585000000,4302981.63538000000
2735,2735,8995882.10476000000,4273387.50091000000
2736,2736,8970683.83218000000,4302335.44186000000
2737,2737,8921841.05597000000,4370746.26005000000
2738,2738,8861425.67744000000,4382803.40949000000
2739,2739,8856604.34520000000,4389755.99305000000
2745,2745,9640039.19409000000,4426343.03310000000
2747,2747,9648005.13792000000,4440746.85131000000
2748,2748,9645838.99463000000,4432247.17315000000
2749,2749,9642342.37981000000,4444976.04196000000
2750,2750,9641264.50944000000,4438491.34958000000
2752,2752,9632475.89935000000,4419609.85502000000
2753,2753,9644300.46477000000,4454043.15998000000
2754,2754,9646107.40511000000,4460327.05773000000
2756,2756,9648060.86713000000,4487196.45937000000
2757,2757,9644072.38739000000,4460965.18136000000
2758,2758,9625598.14126000000,4458827.71800000000
2759,2759,9651527.78738000000,4432339.22864000000
2760,2760,9650611.32714000000,4437876.23850000000
2761,2761,9656781.58614000000,4439044.44427000000
2762,2762,9659660.28977000000,4443486.12937000000
2763,2763,9660971.50217000000,4440583.82380000000
2765,2765,9658333.71349000000,4449306.60142000000
2766,2766,9657705.72516000000,4432589.15339000000
2767,2767,9659129.12338000000,4436613.71441000000
2768,2768,9664656.71838000000,4440458.56762000000
2769,2769,9662762.39621000000,4443032.58567000000
2770,2770,9653754.68943000000,4437820.38700000000
2773,2773,9636455.79669000000,4437312.81636000000
2774,2774,9635718.26304000000,4440954.25866000000
2775,2775,9672920.00002000000,4489909.43806000000
2776,2776,9629642.46474000000,4446434.68232000000
2777,2777,9634792.54102000000,4445563.64192000000
2778,2778,9624113.11694000000,4441855.12277000000
2779,2779,9620498.08371000000,4441486.59484000000
2780,2780,9607157.59863000000,4445199.34364000000
2782,2782,9613626.96075000000,4442894.82389000000
2783,2783,9618696.15419000000,4442839.08607000000
2784,2784,9617120.13492000000,4441950.47821000000
2785,2785,9601003.29892000000,4445296.33305000000
2786,2786,9602606.76809000000,4463565.62010000000
2787,2787,9585409.18972000000,4419400.12713000000
2791,2791,9490426.40606000000,4464606.45789000000
2792,2792,9488606.29648000000,4449217.46372000000
2793,2793,9468133.78425000000,4440840.23406000000
2794,2794,9446411.47481000000,4431331.85368000000
2795,2795,9537252.29442000000,4467822.86188000000
2797,2797,9489458.72321000000,4451476.05317000000
2798,2798,9497141.13561000000,4477616.83094000000
2799,2799,9509398.46258000000,4454786.60519000000
2800,2800,9495374.42556000000,4497537.91246000000
2803,2803,9439755.29189000000,4402140.76376000000
2804,2804,9453697.89548000000,4465912.12241000000
2805,2805,9433670.55731000000,4456181.40610000000
2806,2806,9423895.44670000000,4484879.21331000000
2807,2807,9444077.14382000000,4411497.55259000000
2808,2808,9484988.72782000000,4429062.03090000000
2809,2809,9430228.75764000000,4419271.93745000000
2810,2810,9393999.42887000000,4434627.53696000000
2820,2820,9488240.44248000000,4572003.44126000000
2821,2821,9407495.39711000000,4609656.49471000000
2823,2823,9388019.83268000000,4637800.80488000000
2824,2824,9363446.64827000000,4725931.08344000000
2825,2825,9292748.83858000000,4661613.89638000000
2827,2827,9454074.49932000000,4673130.22816000000
2828,2828,9429971.11521000000,4719395.66220000000
2829,2829,9435669.79900000000,4770565.20145000000
2830,2830,9454362.01097000000,4603942.00476000000
2832,2832,9402573.46390000000,4862745.43347000000
2833,2833,9452998.79986000000,4920286.69281000000
2834,2834,9398942.48194000000,4939898.56037000000
2835,2835,9133678.54759000000,4684163.19918000000
2836,2836,8973727.59295000000,4727980.78095000000
2839,2839,9283461.50650000000,4872743.73525000000
2840,2840,9142127.32976000000,4868328.35226000000
2842,2842,9503114.33904000000,4648074.29444000000
2843,2843,9561390.29788000000,4658474.89317000000
2844,2844,9525296.19898000000,4632666.29674000000
2845,2845,9581222.60305000000,4475017.36092000000
2846,2846,9575256.99120000000,4502996.09825000000
2847,2847,9576954.53680000000,4484498.11778000000
2848,2848,9571954.50674000000,4535481.54432000000
2849,2849,9603857.14840000000,4529351.96129000000
2850,2850,9549183.81339000000,4567008.75270000000
2852,2852,9528986.11387000000,4599837.00697000000
2864,2864,9467180.92292000000,4491044.50440000000
2865,2865,9453790.03498000000,4503038.76090000000
2866,2866,9468088.11768000000,4518383.40225000000
2867,2867,9447345.70054000000,4537493.88873000000
2868,2868,9452943.37382000000,4553789.06442000000
2869,2869,9404793.80985000000,4566163.71146000000
2870,2870,9409330.30428000000,4519766.61770000000
2871,2871,9377596.23834000000,4474171.65347000000
2873,2873,9327307.06989000000,4602717.01130000000
2874,2874,9366023.85703000000,4578722.88236000000
2875,2875,9347130.47202000000,4548307.69378000000
2876,2876,9364803.02018000000,4515199.16308000000
2877,2877,9238814.81329000000,4562476.78321000000
2878,2878,9048005.02065000000,4536073.08159000000
2879,2879,8980519.20170000000,4571388.23979000000
2880,2880,8842053.54112000000,4779111.42122000000
2898,2898,10444575.72400000000,4626587.20928000000
2642,2642,9250466.49479000000,4242752.25544000000
2642,2642,9390042.46560000000,4196285.13842000000
2642,2642,9298422.07469000000,4270874.32042000000
2652,2652,9155598.08904000000,4428121.07300000000
2652,2652,9282912.04239000000,4342746.09076000000
2652,2652,9236149.59244000000,4299441.68593000000
2652,2652,9370124.76819000000,4258875.20919000000
2652,2652,9351627.82992000000,4328432.89411000000
2652,2652,9323221.46605000000,4271688.14449000000
2652,2652,9339473.56547000000,4290765.47640000000
2652,2652,9332147.42767000000,4324855.97811000000
2652,2652,9347059.99953000000,4282241.40114000000
2571,2571,9636794.75809000000,4390685.23232000000
2571,2571,9625498.50780000000,4379264.57325000000
2831,2831,9285879.01728000000,4746235.02526000000
2831,2831,9366901.90293000000,4796743.17364000000
2831,2831,9342884.25574000000,4944860.09401000000
2831,2831,9463128.55882000000,4698953.85820000000
2831,2831,9352110.72650000000,4653563.87179000000
2831,2831,9448428.71931000000,4647167.18538000000
2831,2831,9509881.55535000000,4659238.16715000000
2831,2831,9469357.52786000000,4604182.29208000000
2831,2831,9472015.08142000000,4593191.99252000000
2140,2140,9677622.71678000000,4425059.09318000000
2321,2321,9746247.12390000000,4563555.50506000000
2321,2321,9716503.92645000000,4554699.91056000000
2321,2321,9735842.85308000000,4546856.66734000000
2321,2321,9723428.75662000000,4544075.53464000000
2441,2441,9846118.85929000000,4708689.03632000000
2441,2441,9860563.49569000000,4752104.76173000000
2441,2441,9878104.56176000000,4803365.77113000000
2462,2462,9895575.51882000000,4878167.35759000000
2462,2462,9904971.86733000000,4859026.91488000000
2462,2462,9909353.66452000000,4868444.00131000000
2462,2462,9909112.55371000000,4868736.48563000000
2568,2568,9641997.21342000000,4394366.08066000000
2568,2568,9645476.84737000000,4396444.17685000000
2627,2627,9439168.78968000000,4130150.18240000000
2627,2627,9446135.71026000000,4208601.23381000000
2790,2790,9590357.42662000000,4464664.67787000000
2790,2790,9582696.99387000000,4490517.23132000000
2600,2600,9492583.43432000000,4269898.38996000000
2600,2600,9500643.58911000000,4264887.43186000000
2900,2900,9492036.33065000000,4248061.37740000000
2902,2902,9487598.72522000000,4260829.85337000000
2903,2903,9490374.54767000000,4259270.31069000000
2904,2904,9492137.27979000000,4258190.48550000000
2905,2905,9492231.14996000000,4255607.85664000000
2906,2906,9490873.97945000000,4252465.80198000000
2911,2911,9494096.81098000000,4280067.51395000000
2912,2912,9495439.46760000000,4284485.30207000000
3490,3490,8798483.25584000000,4275470.52618000000
3494,3494,8856336.93704000000,4345158.83110000000
3496,3496,8797946.91295000000,4369673.20562000000
3498,3498,8854279.20932000000,4379031.78433000000
3500,3500,8850104.11850000000,4383863.98689000000
3505,3505,8841720.65577000000,4386396.73591000000
3507,3507,8871931.82758000000,4285663.73355000000
3509,3509,8825863.51648000000,4275747.91013000000
3512,3512,8789357.53033000000,4274177.69408000000
3540,3540,8988634.22152000000,4203651.70746000000
3542,3542,8984148.07864000000,4225728.20944000000
3544,3544,8954700.19541000000,4255421.27548000000
3546,3546,8926120.70463000000,4288974.32813000000
3549,3549,8914388.53660000000,4322743.49193000000
3562,3562,9076261.50863000000,4186575.21921000000
3563,3563,9074206.12834000000,4161419.32106000000
3564,3564,9099162.42869000000,4175442.07677000000
3566,3566,9060381.39665000000,4197002.88679000000
3567,3567,9057107.76142000000,4203343.69628000000
3568,3568,9045562.76874000000,4210187.79757000000
3572,3572,9070018.58578000000,4153442.04342000000
3579,3579,9022491.08031000000,4221782.57359000000
3580,3580,9038608.00348000000,4231220.19501000000
3581,3581,9010214.20030000000,4228191.07593000000
3584,3584,8997811.12224000000,4248432.53324000000
3585,3585,8978922.23422000000,4251740.44373000000
3588,3588,8976305.42093000000,4268049.76561000000
3589,3589,8976486.73124000000,4268561.32722000000
3590,3590,8977939.29816000000,4275566.80955000000
3591,3591,8969786.98053000000,4273505.50721000000
3594,3594,8968285.06503000000,4281037.85447000000
3595,3595,8965294.87550000000,4279643.43296000000
3596,3596,8965916.98156000000,4285993.61232000000
3597,3597,8949802.35720000000,4307900.46748000000
3620,3620,9121401.67876000000,4159606.94262000000
3621,3621,9116443.74486000000,4164374.86948000000
3622,3622,9108629.44160000000,4166550.42559000000
3635,3635,9152636.72118000000,4175397.53352000000
3636,3636,9164957.88468000000,4182259.50950000000
3637,3637,9141879.51146000000,4199335.60796000000
3638,3638,9130148.13251000000,4182944.94907000000
3639,3639,9123709.18804000000,4197407.10405000000
3640,3640,9164025.00185000000,4193241.68829000000
3641,3641,9158165.64296000000,4203467.69114000000
3646,3646,9182579.80690000000,4160969.08032000000
3649,3649,9181662.91770000000,4185105.34133000000
3675,3675,9233409.25849000000,4129802.00156000000
3678,3678,9250450.09374000000,4128531.75058000000
3682,3682,9245594.69264000000,4179826.81125000000
3683,3683,9264112.69938000000,4174209.28165000000
3685,3685,9255209.95478000000,4191079.44186000000
3687,3687,9245778.55116000000,4192511.07996000000
3688,3688,9272850.31828000000,4179447.32326000000
3690,3690,9289668.15064000000,4180974.77267000000
3691,3691,9301708.80844000000,4162087.34210000000
3694,3694,9293935.03188000000,4177931.53958000000
3695,3695,9309705.53634000000,4154234.05078000000
3697,3697,9317412.07620000000,4114552.93356000000
3698,3698,9313705.96929000000,4112289.72323000000
3699,3699,9318710.20598000000,4107434.20409000000
3701,3701,9338281.91054000000,4138627.76948000000
3705,3705,9359438.62619000000,4173476.61472000000
3707,3707,9383380.20586000000,4146305.61462000000
3709,3709,9360413.26037000000,4189645.10963000000
3727,3727,9200050.36180000000,4171594.09792000000
3730,3730,9207817.46333000000,4187297.41209000000
3732,3732,9242824.82147000000,4127725.99900000000
3733,3733,9239837.82255000000,4107021.02781000000
3735,3735,9263626.92302000000,4131389.25212000000
3737,3737,9280720.39095000000,4103900.58042000000
3740,3740,9294231.95533000000,4106473.79944000000
3741,3741,9311137.33146000000,4082460.11908000000
3744,3744,9298510.22194000000,4107913.82520000000
3746,3746,9256771.13670000000,4159535.70509000000
3749,3749,9288032.40631000000,4154435.67726000000
3864,3864,9326886.76144000000,4001424.24311000000
3865,3865,9339863.78488000000,3993039.16083000000
3875,3875,9348402.52439000000,3987147.68789000000
3882,3882,9366573.57348000000,3991783.10515000000
3886,3886,9426791.18444000000,3996047.79334000000
3887,3887,9392321.83660000000,4000023.26495000000
3888,3888,9438975.95531000000,4042512.72382000000
3889,3889,9487988.88336000000,4024453.66611000000
3890,3890,9491631.33304000000,4017455.17308000000
3891,3891,9528113.77122000000,4019466.86540000000
3892,3892,9544285.61282000000,4018445.00000000000
3895,3895,9378606.79847000000,4030947.54844000000
3896,3896,9366339.73837000000,4060091.20980000000
3900,3900,9355834.11640000000,4095716.69172000000
3902,3902,9372007.99665000000,3991184.12154000000
4124,4124,9883643.70707000000,5093934.67727000000
4211,4211,9915687.65778000000,5056456.08400000000
4213,4213,9921057.64729000000,5049726.02688000000
4223,4223,9929947.76682000000,5042761.64467000000
4224,4224,9937891.43110000000,5047315.60900000000
4225,4225,9940420.94996000000,5045390.19825000000
4227,4227,9929553.61452000000,5052947.88025000000
4228,4228,9926027.44253000000,5044441.26765000000
4270,4270,9904431.55508000000,5079888.57731000000
4271,4271,9911214.45247000000,5074544.62080000000
4272,4272,9909587.40551000000,5071672.56682000000
4275,4275,9903597.80395000000,5050405.18986000000
4280,4280,9893332.62128000000,5087321.63486000000
4285,4285,9886955.23250000000,5056592.59542000000
4287,4287,9867440.60467000000,5041808.56598000000
4307,4307,9856550.88433000000,5089252.53650000000
4309,4309,9842635.15233000000,5066434.19206000000
4310,4310,9858522.92601000000,5061189.42244000000
4340,4340,9844844.36264000000,5095565.20294000000
4362,4362,9795671.94006000000,5067428.77978000000
4365,4365,9752229.42451000000,5070604.25001000000
4370,4370,9795577.47746000000,5049636.22056000000
4371,4371,9822629.66156000000,5049933.59179000000
4372,4372,9813432.36781000000,5038273.14806000000
4373,4373,9825469.13949000000,5036770.57367000000
4374,4374,9784688.89217000000,5026296.19347000000
4375,4375,9783770.79911000000,5013830.16400000000
4376,4376,9782893.61202000000,5010296.13524000000
4377,4377,9784132.14510000000,5006885.92506000000
4378,4378,9782618.09261000000,5003352.86965000000
4380,4380,9758339.67725000000,4987052.49946000000
4381,4381,9776871.39844000000,4990013.78394000000
4382,4382,9769908.30503000000,4977796.06766000000
4385,4385,9707423.15907000000,4990411.15398000000
4387,4387,9721523.04956000000,5029400.01678000000
4388,4388,9660348.41185000000,5023693.92450000000
4390,4390,9631078.77733000000,5055038.12615000000
4480,4480,8989143.77671000000,5261366.82354000000
4486,4486,9402015.79048000000,5016570.45622000000
4487,4487,9458591.64477000000,5086865.13289000000
4488,4488,9333594.51759000000,5037154.45550000000
4490,4490,9179055.38023000000,5073610.27569000000
4492,4492,8865930.81973000000,5071390.55988000000
4494,4494,9560186.45315000000,5054587.18528000000
4496,4496,9517075.33409000000,5025523.72985000000
4497,4497,9474374.78248000000,5008362.37159000000
4498,4498,9585196.79719000000,5027923.44005000000
5301,5301,8674148.06287000000,4235547.68792000000
5302,5302,8710201.50322000000,4231598.02403000000
5303,5303,8733157.23865000000,4260219.50512000000
5304,5304,8744447.62631000000,4261536.42673000000
5307,5307,8648210.85594000000,4269111.16893000000
5308,5308,8661102.93959000000,4316385.29283000000
5309,5309,8672121.26872000000,4283652.85902000000
5311,5311,8722166.77436000000,4323060.51910000000
5331,5331,8677292.35108000000,4371495.72888000000
5332,5332,8686928.29200000000,4364226.74298000000
5333,5333,8688898.74296000000,4343429.40874000000
5340,5340,8733035.22484000000,4381421.24947000000
5341,5341,8718404.36338000000,4382210.04393000000
5342,5342,8708813.18505000000,4373810.96097000000
5343,5343,8703508.86190000000,4362126.06726000000
5344,5344,8704422.28075000000,4368771.45845000000
5345,5345,8694933.35755000000,4376650.10895000000
5374,5374,8577703.72270000000,4373801.29668000000
5381,5381,8577439.02104000000,4399481.18099000000
5416,5416,8540235.57248000000,4407730.32482000000
5417,5417,8559500.17868000000,4425599.57736000000
5419,5419,8558581.20657000000,4456465.65233000000
5421,5421,8560427.21627000000,4478581.62234000000
5422,5422,8550430.06209000000,4513745.09865000000
5431,5431,8514825.11119000000,4553100.45721000000
5440,5440,8627288.91881000000,4576764.76316000000
5481,5481,8486119.57150000000,4492239.06705000000
5482,5482,8490040.98345000000,4511013.19841000000
5483,5483,8465722.71264000000,4508170.77828000000
5485,5485,8474918.48982000000,4539505.49533000000
5495,5495,8465533.63756000000,4491024.27463000000
5700,5700,8441239.71082000000,4539554.54998000000
5710,5710,8189139.17338000000,4816588.28695000000
5720,5720,8330689.95135000000,4687162.15646000000
5722,5722,8356726.49636000000,4769239.98314000000
5725,5725,8329255.21233000000,4762927.86538000000
5731,5731,8471370.51240000000,5026166.52216000000
5732,5732,8529265.20488000000,4770338.44089000000
5734,5734,8159143.09042000000,5071759.25951000000
2620,2620,9491391.46540000000,4248578.87302000000
5433,5433,8479773.47136000000,4598913.07507000000
2913,2913,9492286.51589000000,4283288.84387000000
2913,2913,9495766.11982000000,4281468.77520000000
2914,2914,9495400.18212000000,4285414.99197000000
2914,2914,9496955.84051000000,4281490.43582000000
2081,2081,9689617.56081000000,4454427.64806000000
2081,2081,9687507.75584000000,4455111.96719000000
2100,2100,9694131.52863000000,4437079.09930000000
2100,2100,9696585.55100000000,4433326.79682000000
2232,2232,9675487.99865000000,4406381.16004000000
2232,2232,9677240.87954000000,4403322.68455000000
2286,2286,9729096.79839000000,4531843.14120000000
2286,2286,9729043.50769000000,4528809.78400000000
2305,2305,9740206.86768000000,4526732.54048000000
2305,2305,9737353.95308000000,4526524.05284000000
2320,2320,9742167.48168000000,4560723.29001000000
2320,2320,9726339.82647000000,4553639.32448000000
2320,2320,9702118.61527000000,4548941.00585000000
2320,2320,9736525.03659000000,4553223.59644000000
2322,2322,9734039.39315000000,4544978.76409000000
2322,2322,9738654.12762000000,4538464.01152000000
2710,2710,9107414.44150000000,4271024.59088000000
2710,2710,9062866.62322000000,4250688.07877000000
2731,2731,9078739.30859000000,4207293.07506000000
2731,2731,9115450.75080000000,4189218.49998000000
2340,2340,9679720.08887000000,4714539.02224000000
2340,2340,9629207.41138000000,4746026.44438000000
2371,2371,9762314.53001000000,4909544.94116000000
2371,2371,9745480.11047000000,4912467.83936000000
2429,2429,9804488.42027000000,4655277.89174000000
2429,2429,9793860.24727000000,4617744.11854000000
2463,2463,9900240.63094000000,4905161.73846000000
2463,2463,9913521.97561000000,4886560.05789000000
2476,2476,9852315.60883000000,5021163.09467000000
2476,2476,9807940.44902000000,5014959.59672000000
2539,2539,9615129.54081000000,4270637.14522000000
2539,2539,9620864.83960000000,4270197.18255000000
2539,2539,9605972.82947000000,4246682.43827000000
2539,2539,9610946.18181000000,4241902.27578000000
2539,2539,9608437.77792000000,4239241.66132000000
2579,2579,9577948.27753000000,4332134.62209000000
2579,2579,9598823.36593000000,4339671.10734000000
2579,2579,9590181.20219000000,4335600.72412000000
3501,3501,8843287.22476000000,4371758.83920000000
3501,3501,8874865.49406000000,4331282.29068000000
3501,3501,8858309.57866000000,4383707.16628000000
3700,3700,9334039.08815000000,4184834.74350000000
3700,3700,9315959.32128000000,4170092.43251000000
3728,3728,9213596.29796000000,4177090.35517000000
3728,3728,9198711.49786000000,4175353.12177000000
3862,3862,9343610.64663000000,4029425.37932000000
3862,3862,9319630.62355000000,3977073.45302000000
3885,3885,9396330.15529000000,4064774.35858000000
3885,3885,9375950.89071000000,4000996.16274000000
3898,3898,9349979.44687000000,4070348.50700000000
3898,3898,9321598.62300000000,4079997.51919000000
3561,3561,9089713.48556000000,4160885.79830000000
3573,3573,9050954.58328000000,4172190.33761000000
3644,3644,9177681.51045000000,4205906.30565000000
4220,4220,9932544.04004000000,5053780.14701000000
4383,4383,9782544.42282000000,4968978.77937000000
5724,5724,7908875.94398000000,5054033.62979000000
3586,3586,8984024.84308000000,4271449.23465000000
3586,3586,8998466.79097000000,4256186.27072000000
